"state","state_first_infection","country","level1_name","n"
"Alabama",2022-02-23,"Canada","New Brunswick",18
"Alabama",2022-02-23,"Canada","Newfoundland and Labrador",20
"Alabama",2022-02-23,"Canada","Nova Scotia",37
"Alabama",2022-02-23,"Canada","Prince Edward Island",15
"Alabama",2022-02-23,"United States of America","Connecticut",1
"Alabama",2022-02-23,"United States of America","Delaware",1
"Alabama",2022-02-23,"United States of America","Florida",1
"Alabama",2022-02-23,"United States of America","Indiana",9
"Alabama",2022-02-23,"United States of America","Iowa",2
"Alabama",2022-02-23,"United States of America","Kentucky",5
"Alabama",2022-02-23,"United States of America","Maine",4
"Alabama",2022-02-23,"United States of America","Maryland",1
"Alabama",2022-02-23,"United States of America","New Hampshire",1
"Alabama",2022-02-23,"United States of America","New York",7
"Alabama",2022-02-23,"United States of America","North Carolina",8
"Alabama",2022-02-23,"United States of America","Virginia",3
"Alaska",2022-04-26,"Canada","Alberta",122
"Alaska",2022-04-26,"Canada","British Columbia",14
"Alaska",2022-04-26,"Canada","Manitoba",46
"Alaska",2022-04-26,"Canada","New Brunswick",47
"Alaska",2022-04-26,"Canada","Nova Scotia",30
"Alaska",2022-04-26,"Canada","Ontario",75
"Alaska",2022-04-26,"Canada","Prince Edward Island",24
"Alaska",2022-04-26,"Canada","Québec",106
"Alaska",2022-04-26,"Canada","Saskatchewan",74
"Alaska",2022-04-26,"Japan","Akita",2
"Alaska",2022-04-26,"Japan","Aomori",2
"Alaska",2022-04-26,"Japan","Hokkaido",2
"Alaska",2022-04-26,"United Kingdom","England",236
"Alaska",2022-04-26,"United Kingdom","Scotland",178
"Alaska",2022-04-26,"United Kingdom","Wales",5
"Alaska",2022-04-26,"United States of America","Alabama",1
"Alaska",2022-04-26,"United States of America","Colorado",7
"Alaska",2022-04-26,"United States of America","Connecticut",5
"Alaska",2022-04-26,"United States of America","Delaware",8
"Alaska",2022-04-26,"United States of America","Florida",13
"Alaska",2022-04-26,"United States of America","Idaho",6
"Alaska",2022-04-26,"United States of America","Illinois",7
"Alaska",2022-04-26,"United States of America","Indiana",18
"Alaska",2022-04-26,"United States of America","Iowa",41
"Alaska",2022-04-26,"United States of America","Kansas",13
"Alaska",2022-04-26,"United States of America","Kentucky",5
"Alaska",2022-04-26,"United States of America","Maine",27
"Alaska",2022-04-26,"United States of America","Maryland",12
"Alaska",2022-04-26,"United States of America","Massachusetts",5
"Alaska",2022-04-26,"United States of America","Michigan",20
"Alaska",2022-04-26,"United States of America","Minnesota",150
"Alaska",2022-04-26,"United States of America","Missouri",22
"Alaska",2022-04-26,"United States of America","Montana",13
"Alaska",2022-04-26,"United States of America","Nebraska",19
"Alaska",2022-04-26,"United States of America","New Hampshire",5
"Alaska",2022-04-26,"United States of America","New Jersey",1
"Alaska",2022-04-26,"United States of America","New York",30
"Alaska",2022-04-26,"United States of America","North Carolina",28
"Alaska",2022-04-26,"United States of America","North Dakota",28
"Alaska",2022-04-26,"United States of America","Ohio",4
"Alaska",2022-04-26,"United States of America","Pennsylvania",9
"Alaska",2022-04-26,"United States of America","South Dakota",91
"Alaska",2022-04-26,"United States of America","Tennessee",1
"Alaska",2022-04-26,"United States of America","Texas",3
"Alaska",2022-04-26,"United States of America","Utah",5
"Alaska",2022-04-26,"United States of America","Vermont",3
"Alaska",2022-04-26,"United States of America","Virginia",3
"Alaska",2022-04-26,"United States of America","Wisconsin",31
"Alaska",2022-04-26,"United States of America","Wyoming",13
"Arizona",2022-06-07,"Canada","Alberta",102
"Arizona",2022-06-07,"Canada","British Columbia",59
"Arizona",2022-06-07,"Canada","Manitoba",45
"Arizona",2022-06-07,"Canada","New Brunswick",35
"Arizona",2022-06-07,"Canada","Newfoundland and Labrador",27
"Arizona",2022-06-07,"Canada","Nova Scotia",30
"Arizona",2022-06-07,"Canada","Ontario",123
"Arizona",2022-06-07,"Canada","Prince Edward Island",14
"Arizona",2022-06-07,"Canada","Québec",93
"Arizona",2022-06-07,"Canada","Saskatchewan",69
"Arizona",2022-06-07,"Canada","Yukon",1
"Arizona",2022-06-07,"United States of America","Alabama",1
"Arizona",2022-06-07,"United States of America","Alaska",5
"Arizona",2022-06-07,"United States of America","Colorado",16
"Arizona",2022-06-07,"United States of America","Connecticut",5
"Arizona",2022-06-07,"United States of America","Delaware",8
"Arizona",2022-06-07,"United States of America","District of Columbia",1
"Arizona",2022-06-07,"United States of America","Florida",13
"Arizona",2022-06-07,"United States of America","Georgia",2
"Arizona",2022-06-07,"United States of America","Idaho",44
"Arizona",2022-06-07,"United States of America","Illinois",8
"Arizona",2022-06-07,"United States of America","Indiana",7
"Arizona",2022-06-07,"United States of America","Iowa",33
"Arizona",2022-06-07,"United States of America","Kansas",14
"Arizona",2022-06-07,"United States of America","Kentucky",1
"Arizona",2022-06-07,"United States of America","Maine",27
"Arizona",2022-06-07,"United States of America","Maryland",12
"Arizona",2022-06-07,"United States of America","Massachusetts",7
"Arizona",2022-06-07,"United States of America","Michigan",37
"Arizona",2022-06-07,"United States of America","Minnesota",185
"Arizona",2022-06-07,"United States of America","Missouri",20
"Arizona",2022-06-07,"United States of America","Montana",15
"Arizona",2022-06-07,"United States of America","Nebraska",19
"Arizona",2022-06-07,"United States of America","New Hampshire",5
"Arizona",2022-06-07,"United States of America","New Jersey",3
"Arizona",2022-06-07,"United States of America","New York",33
"Arizona",2022-06-07,"United States of America","North Carolina",28
"Arizona",2022-06-07,"United States of America","North Dakota",39
"Arizona",2022-06-07,"United States of America","Ohio",5
"Arizona",2022-06-07,"United States of America","Oregon",3
"Arizona",2022-06-07,"United States of America","Pennsylvania",36
"Arizona",2022-06-07,"United States of America","South Dakota",46
"Arizona",2022-06-07,"United States of America","Tennessee",1
"Arizona",2022-06-07,"United States of America","Utah",10
"Arizona",2022-06-07,"United States of America","Vermont",3
"Arizona",2022-06-07,"United States of America","Virginia",1
"Arizona",2022-06-07,"United States of America","Washington",25
"Arizona",2022-06-07,"United States of America","Wisconsin",58
"Arizona",2022-06-07,"United States of America","Wyoming",19
"Arkansas",2022-10-06,"Canada","Alberta",68
"Arkansas",2022-10-06,"Canada","British Columbia",38
"Arkansas",2022-10-06,"Canada","Manitoba",37
"Arkansas",2022-10-06,"Canada","New Brunswick",5
"Arkansas",2022-10-06,"Canada","Newfoundland and Labrador",13
"Arkansas",2022-10-06,"Canada","Nova Scotia",6
"Arkansas",2022-10-06,"Canada","Ontario",54
"Arkansas",2022-10-06,"Canada","Prince Edward Island",4
"Arkansas",2022-10-06,"Canada","Québec",40
"Arkansas",2022-10-06,"Canada","Saskatchewan",25
"Arkansas",2022-10-06,"Canada","Yukon",1
"Arkansas",2022-10-06,"United States of America","Alaska",8
"Arkansas",2022-10-06,"United States of America","California",32
"Arkansas",2022-10-06,"United States of America","Colorado",5
"Arkansas",2022-10-06,"United States of America","Connecticut",3
"Arkansas",2022-10-06,"United States of America","Delaware",7
"Arkansas",2022-10-06,"United States of America","Florida",4
"Arkansas",2022-10-06,"United States of America","Georgia",3
"Arkansas",2022-10-06,"United States of America","Idaho",45
"Arkansas",2022-10-06,"United States of America","Illinois",2
"Arkansas",2022-10-06,"United States of America","Indiana",4
"Arkansas",2022-10-06,"United States of America","Iowa",1
"Arkansas",2022-10-06,"United States of America","Kansas",3
"Arkansas",2022-10-06,"United States of America","Kentucky",1
"Arkansas",2022-10-06,"United States of America","Maine",12
"Arkansas",2022-10-06,"United States of America","Maryland",1
"Arkansas",2022-10-06,"United States of America","Massachusetts",2
"Arkansas",2022-10-06,"United States of America","Michigan",6
"Arkansas",2022-10-06,"United States of America","Minnesota",42
"Arkansas",2022-10-06,"United States of America","Mississippi",1
"Arkansas",2022-10-06,"United States of America","Montana",2
"Arkansas",2022-10-06,"United States of America","Nebraska",7
"Arkansas",2022-10-06,"United States of America","Nevada",2
"Arkansas",2022-10-06,"United States of America","New Hampshire",1
"Arkansas",2022-10-06,"United States of America","New Jersey",2
"Arkansas",2022-10-06,"United States of America","New Mexico",1
"Arkansas",2022-10-06,"United States of America","New York",5
"Arkansas",2022-10-06,"United States of America","North Dakota",7
"Arkansas",2022-10-06,"United States of America","Ohio",9
"Arkansas",2022-10-06,"United States of America","Oregon",21
"Arkansas",2022-10-06,"United States of America","Pennsylvania",11
"Arkansas",2022-10-06,"United States of America","Rhode Island",1
"Arkansas",2022-10-06,"United States of America","South Dakota",13
"Arkansas",2022-10-06,"United States of America","Tennessee",1
"Arkansas",2022-10-06,"United States of America","Texas",2
"Arkansas",2022-10-06,"United States of America","Utah",24
"Arkansas",2022-10-06,"United States of America","Virginia",3
"Arkansas",2022-10-06,"United States of America","Washington",41
"Arkansas",2022-10-06,"United States of America","Wisconsin",20
"Arkansas",2022-10-06,"United States of America","Wyoming",6
"California",2022-07-14,"Canada","Alberta",46
"California",2022-07-14,"Canada","British Columbia",30
"California",2022-07-14,"Canada","Manitoba",22
"California",2022-07-14,"Canada","New Brunswick",5
"California",2022-07-14,"Canada","Newfoundland and Labrador",6
"California",2022-07-14,"Canada","Nova Scotia",8
"California",2022-07-14,"Canada","Ontario",46
"California",2022-07-14,"Canada","Prince Edward Island",4
"California",2022-07-14,"Canada","Québec",46
"California",2022-07-14,"Canada","Saskatchewan",13
"California",2022-07-14,"Canada","Yukon",1
"California",2022-07-14,"United Kingdom","England",165
"California",2022-07-14,"United Kingdom","Northern Ireland",7
"California",2022-07-14,"United Kingdom","Scotland",88
"California",2022-07-14,"United Kingdom","Wales",5
"California",2022-07-14,"United States of America","Alaska",2
"California",2022-07-14,"United States of America","Colorado",15
"California",2022-07-14,"United States of America","Connecticut",4
"California",2022-07-14,"United States of America","Delaware",7
"California",2022-07-14,"United States of America","Georgia",2
"California",2022-07-14,"United States of America","Idaho",41
"California",2022-07-14,"United States of America","Illinois",6
"California",2022-07-14,"United States of America","Indiana",4
"California",2022-07-14,"United States of America","Iowa",9
"California",2022-07-14,"United States of America","Kansas",13
"California",2022-07-14,"United States of America","Maine",37
"California",2022-07-14,"United States of America","Maryland",4
"California",2022-07-14,"United States of America","Massachusetts",4
"California",2022-07-14,"United States of America","Michigan",19
"California",2022-07-14,"United States of America","Minnesota",165
"California",2022-07-14,"United States of America","Missouri",7
"California",2022-07-14,"United States of America","Montana",10
"California",2022-07-14,"United States of America","Nebraska",10
"California",2022-07-14,"United States of America","Nevada",1
"California",2022-07-14,"United States of America","New Hampshire",3
"California",2022-07-14,"United States of America","New Jersey",2
"California",2022-07-14,"United States of America","New York",22
"California",2022-07-14,"United States of America","North Carolina",2
"California",2022-07-14,"United States of America","North Dakota",21
"California",2022-07-14,"United States of America","Ohio",2
"California",2022-07-14,"United States of America","Oregon",8
"California",2022-07-14,"United States of America","Pennsylvania",14
"California",2022-07-14,"United States of America","Rhode Island",1
"California",2022-07-14,"United States of America","South Dakota",18
"California",2022-07-14,"United States of America","Utah",6
"California",2022-07-14,"United States of America","Vermont",1
"California",2022-07-14,"United States of America","Washington",33
"California",2022-07-14,"United States of America","Wisconsin",31
"California",2022-07-14,"United States of America","Wyoming",16
"Colorado",2022-03-24,"Canada","New Brunswick",43
"Colorado",2022-03-24,"Canada","Newfoundland and Labrador",3
"Colorado",2022-03-24,"Canada","Nova Scotia",50
"Colorado",2022-03-24,"Canada","Ontario",19
"Colorado",2022-03-24,"Canada","Prince Edward Island",24
"Colorado",2022-03-24,"Canada","Québec",10
"Colorado",2022-03-24,"United States of America","Alabama",1
"Colorado",2022-03-24,"United States of America","Connecticut",5
"Colorado",2022-03-24,"United States of America","Delaware",8
"Colorado",2022-03-24,"United States of America","Florida",7
"Colorado",2022-03-24,"United States of America","Illinois",3
"Colorado",2022-03-24,"United States of America","Indiana",15
"Colorado",2022-03-24,"United States of America","Iowa",14
"Colorado",2022-03-24,"United States of America","Kansas",11
"Colorado",2022-03-24,"United States of America","Kentucky",5
"Colorado",2022-03-24,"United States of America","Maine",21
"Colorado",2022-03-24,"United States of America","Maryland",12
"Colorado",2022-03-24,"United States of America","Massachusetts",5
"Colorado",2022-03-24,"United States of America","Michigan",6
"Colorado",2022-03-24,"United States of America","Missouri",12
"Colorado",2022-03-24,"United States of America","Nebraska",5
"Colorado",2022-03-24,"United States of America","New Hampshire",5
"Colorado",2022-03-24,"United States of America","New Jersey",1
"Colorado",2022-03-24,"United States of America","New York",8
"Colorado",2022-03-24,"United States of America","North Carolina",10
"Colorado",2022-03-24,"United States of America","Ohio",2
"Colorado",2022-03-24,"United States of America","South Dakota",16
"Colorado",2022-03-24,"United States of America","Tennessee",1
"Colorado",2022-03-24,"United States of America","Texas",3
"Colorado",2022-03-24,"United States of America","Virginia",3
"Colorado",2022-03-24,"United States of America","Wisconsin",3
"Connecticut",2022-02-16,"Canada","New Brunswick",18
"Connecticut",2022-02-16,"Canada","Newfoundland and Labrador",20
"Connecticut",2022-02-16,"Canada","Nova Scotia",45
"Connecticut",2022-02-16,"Canada","Prince Edward Island",15
"Connecticut",2022-02-16,"United States of America","Delaware",1
"Connecticut",2022-02-16,"United States of America","Indiana",3
"Connecticut",2022-02-16,"United States of America","Kentucky",4
"Connecticut",2022-02-16,"United States of America","Maryland",1
"Connecticut",2022-02-16,"United States of America","New Hampshire",1
"Connecticut",2022-02-16,"United States of America","New York",2
"Connecticut",2022-02-16,"United States of America","North Carolina",6
"Connecticut",2022-02-16,"United States of America","Virginia",3
"Delaware",2022-02-09,"Canada","Newfoundland and Labrador",22
"Delaware",2022-02-09,"Canada","Nova Scotia",45
"Delaware",2022-02-09,"Canada","Prince Edward Island",15
"Delaware",2022-02-09,"Japan","Chiba",2
"Delaware",2022-02-09,"Japan","Ehime",4
"Delaware",2022-02-09,"Japan","Kagoshima",1
"Delaware",2022-02-09,"United Kingdom","England",350
"Delaware",2022-02-09,"United Kingdom","Isle of Man",1
"Delaware",2022-02-09,"United Kingdom","Northern Ireland",2
"Delaware",2022-02-09,"United Kingdom","Scotland",180
"Delaware",2022-02-09,"United Kingdom","Wales",25
"Delaware",2022-02-09,"United States of America","Maryland",1
"Delaware",2022-02-09,"United States of America","North Carolina",6
"Delaware",2022-02-09,"United States of America","Virginia",1
"District of Columbia",2022-06-03,"Canada","Alberta",123
"District of Columbia",2022-06-03,"Canada","British Columbia",59
"District of Columbia",2022-06-03,"Canada","Manitoba",49
"District of Columbia",2022-06-03,"Canada","New Brunswick",35
"District of Columbia",2022-06-03,"Canada","Newfoundland and Labrador",27
"District of Columbia",2022-06-03,"Canada","Nova Scotia",30
"District of Columbia",2022-06-03,"Canada","Ontario",135
"District of Columbia",2022-06-03,"Canada","Prince Edward Island",14
"District of Columbia",2022-06-03,"Canada","Québec",102
"District of Columbia",2022-06-03,"Canada","Saskatchewan",82
"District of Columbia",2022-06-03,"Canada","Yukon",1
"District of Columbia",2022-06-03,"United States of America","Alabama",1
"District of Columbia",2022-06-03,"United States of America","Alaska",5
"District of Columbia",2022-06-03,"United States of America","Colorado",11
"District of Columbia",2022-06-03,"United States of America","Connecticut",5
"District of Columbia",2022-06-03,"United States of America","Delaware",8
"District of Columbia",2022-06-03,"United States of America","Florida",13
"District of Columbia",2022-06-03,"United States of America","Georgia",2
"District of Columbia",2022-06-03,"United States of America","Idaho",44
"District of Columbia",2022-06-03,"United States of America","Illinois",8
"District of Columbia",2022-06-03,"United States of America","Indiana",11
"District of Columbia",2022-06-03,"United States of America","Iowa",33
"District of Columbia",2022-06-03,"United States of America","Kansas",14
"District of Columbia",2022-06-03,"United States of America","Kentucky",1
"District of Columbia",2022-06-03,"United States of America","Maine",27
"District of Columbia",2022-06-03,"United States of America","Maryland",12
"District of Columbia",2022-06-03,"United States of America","Massachusetts",5
"District of Columbia",2022-06-03,"United States of America","Michigan",36
"District of Columbia",2022-06-03,"United States of America","Minnesota",185
"District of Columbia",2022-06-03,"United States of America","Missouri",22
"District of Columbia",2022-06-03,"United States of America","Montana",15
"District of Columbia",2022-06-03,"United States of America","Nebraska",22
"District of Columbia",2022-06-03,"United States of America","New Hampshire",5
"District of Columbia",2022-06-03,"United States of America","New Jersey",3
"District of Columbia",2022-06-03,"United States of America","New York",33
"District of Columbia",2022-06-03,"United States of America","North Carolina",28
"District of Columbia",2022-06-03,"United States of America","North Dakota",39
"District of Columbia",2022-06-03,"United States of America","Ohio",5
"District of Columbia",2022-06-03,"United States of America","Oregon",3
"District of Columbia",2022-06-03,"United States of America","Pennsylvania",34
"District of Columbia",2022-06-03,"United States of America","South Dakota",48
"District of Columbia",2022-06-03,"United States of America","Tennessee",1
"District of Columbia",2022-06-03,"United States of America","Utah",10
"District of Columbia",2022-06-03,"United States of America","Vermont",3
"District of Columbia",2022-06-03,"United States of America","Virginia",1
"District of Columbia",2022-06-03,"United States of America","Washington",21
"District of Columbia",2022-06-03,"United States of America","Wisconsin",58
"District of Columbia",2022-06-03,"United States of America","Wyoming",19
"Florida",2022-02-17,"Canada","New Brunswick",18
"Florida",2022-02-17,"Canada","Newfoundland and Labrador",20
"Florida",2022-02-17,"Canada","Nova Scotia",45
"Florida",2022-02-17,"Canada","Prince Edward Island",15
"Florida",2022-02-17,"United States of America","Delaware",1
"Florida",2022-02-17,"United States of America","Indiana",3
"Florida",2022-02-17,"United States of America","Kentucky",4
"Florida",2022-02-17,"United States of America","Maryland",1
"Florida",2022-02-17,"United States of America","New Hampshire",1
"Florida",2022-02-17,"United States of America","New York",4
"Florida",2022-02-17,"United States of America","North Carolina",6
"Florida",2022-02-17,"United States of America","Virginia",3
"Georgia",2022-05-26,"Canada","Alberta",143
"Georgia",2022-05-26,"Canada","British Columbia",60
"Georgia",2022-05-26,"Canada","Manitoba",46
"Georgia",2022-05-26,"Canada","New Brunswick",35
"Georgia",2022-05-26,"Canada","Newfoundland and Labrador",27
"Georgia",2022-05-26,"Canada","Nova Scotia",30
"Georgia",2022-05-26,"Canada","Ontario",141
"Georgia",2022-05-26,"Canada","Prince Edward Island",15
"Georgia",2022-05-26,"Canada","Québec",97
"Georgia",2022-05-26,"Canada","Saskatchewan",91
"Georgia",2022-05-26,"Canada","Yukon",6
"Georgia",2022-05-26,"United States of America","Alabama",1
"Georgia",2022-05-26,"United States of America","Alaska",5
"Georgia",2022-05-26,"United States of America","Colorado",11
"Georgia",2022-05-26,"United States of America","Connecticut",5
"Georgia",2022-05-26,"United States of America","Delaware",8
"Georgia",2022-05-26,"United States of America","Florida",13
"Georgia",2022-05-26,"United States of America","Idaho",43
"Georgia",2022-05-26,"United States of America","Illinois",8
"Georgia",2022-05-26,"United States of America","Indiana",11
"Georgia",2022-05-26,"United States of America","Iowa",38
"Georgia",2022-05-26,"United States of America","Kansas",14
"Georgia",2022-05-26,"United States of America","Kentucky",1
"Georgia",2022-05-26,"United States of America","Maine",27
"Georgia",2022-05-26,"United States of America","Maryland",12
"Georgia",2022-05-26,"United States of America","Massachusetts",5
"Georgia",2022-05-26,"United States of America","Michigan",36
"Georgia",2022-05-26,"United States of America","Minnesota",184
"Georgia",2022-05-26,"United States of America","Missouri",22
"Georgia",2022-05-26,"United States of America","Montana",15
"Georgia",2022-05-26,"United States of America","Nebraska",22
"Georgia",2022-05-26,"United States of America","New Hampshire",5
"Georgia",2022-05-26,"United States of America","New Jersey",3
"Georgia",2022-05-26,"United States of America","New York",33
"Georgia",2022-05-26,"United States of America","North Carolina",28
"Georgia",2022-05-26,"United States of America","North Dakota",36
"Georgia",2022-05-26,"United States of America","Ohio",5
"Georgia",2022-05-26,"United States of America","Oklahoma",2
"Georgia",2022-05-26,"United States of America","Oregon",3
"Georgia",2022-05-26,"United States of America","Pennsylvania",34
"Georgia",2022-05-26,"United States of America","South Dakota",71
"Georgia",2022-05-26,"United States of America","Tennessee",1
"Georgia",2022-05-26,"United States of America","Utah",9
"Georgia",2022-05-26,"United States of America","Vermont",3
"Georgia",2022-05-26,"United States of America","Virginia",1
"Georgia",2022-05-26,"United States of America","Washington",18
"Georgia",2022-05-26,"United States of America","Wisconsin",58
"Georgia",2022-05-26,"United States of America","Wyoming",19
"Idaho",2022-04-01,"Canada","New Brunswick",43
"Idaho",2022-04-01,"Canada","Newfoundland and Labrador",3
"Idaho",2022-04-01,"Canada","Nova Scotia",34
"Idaho",2022-04-01,"Canada","Ontario",33
"Idaho",2022-04-01,"Canada","Prince Edward Island",24
"Idaho",2022-04-01,"Canada","Québec",16
"Idaho",2022-04-01,"Canada","Saskatchewan",53
"Idaho",2022-04-01,"United States of America","Alabama",1
"Idaho",2022-04-01,"United States of America","Colorado",1
"Idaho",2022-04-01,"United States of America","Connecticut",5
"Idaho",2022-04-01,"United States of America","Delaware",8
"Idaho",2022-04-01,"United States of America","Florida",8
"Idaho",2022-04-01,"United States of America","Illinois",5
"Idaho",2022-04-01,"United States of America","Indiana",15
"Idaho",2022-04-01,"United States of America","Iowa",23
"Idaho",2022-04-01,"United States of America","Kansas",11
"Idaho",2022-04-01,"United States of America","Kentucky",5
"Idaho",2022-04-01,"United States of America","Maine",25
"Idaho",2022-04-01,"United States of America","Maryland",12
"Idaho",2022-04-01,"United States of America","Massachusetts",5
"Idaho",2022-04-01,"United States of America","Michigan",7
"Idaho",2022-04-01,"United States of America","Minnesota",12
"Idaho",2022-04-01,"United States of America","Missouri",15
"Idaho",2022-04-01,"United States of America","Nebraska",10
"Idaho",2022-04-01,"United States of America","New Hampshire",5
"Idaho",2022-04-01,"United States of America","New Jersey",1
"Idaho",2022-04-01,"United States of America","New York",20
"Idaho",2022-04-01,"United States of America","North Carolina",12
"Idaho",2022-04-01,"United States of America","North Dakota",2
"Idaho",2022-04-01,"United States of America","Ohio",4
"Idaho",2022-04-01,"United States of America","Pennsylvania",1
"Idaho",2022-04-01,"United States of America","South Dakota",54
"Idaho",2022-04-01,"United States of America","Tennessee",1
"Idaho",2022-04-01,"United States of America","Texas",3
"Idaho",2022-04-01,"United States of America","Virginia",3
"Idaho",2022-04-01,"United States of America","Wisconsin",5
"Idaho",2022-04-01,"United States of America","Wyoming",8
"Illinois",2022-03-06,"Canada","New Brunswick",18
"Illinois",2022-03-06,"Canada","Newfoundland and Labrador",20
"Illinois",2022-03-06,"Canada","Nova Scotia",29
"Illinois",2022-03-06,"Canada","Prince Edward Island",24
"Illinois",2022-03-06,"United States of America","Alabama",1
"Illinois",2022-03-06,"United States of America","Connecticut",5
"Illinois",2022-03-06,"United States of America","Delaware",4
"Illinois",2022-03-06,"United States of America","Florida",1
"Illinois",2022-03-06,"United States of America","Indiana",14
"Illinois",2022-03-06,"United States of America","Iowa",2
"Illinois",2022-03-06,"United States of America","Kentucky",5
"Illinois",2022-03-06,"United States of America","Maine",5
"Illinois",2022-03-06,"United States of America","Maryland",3
"Illinois",2022-03-06,"United States of America","Massachusetts",1
"Illinois",2022-03-06,"United States of America","Michigan",2
"Illinois",2022-03-06,"United States of America","Missouri",4
"Illinois",2022-03-06,"United States of America","New Hampshire",1
"Illinois",2022-03-06,"United States of America","New Jersey",1
"Illinois",2022-03-06,"United States of America","New York",8
"Illinois",2022-03-06,"United States of America","North Carolina",8
"Illinois",2022-03-06,"United States of America","Ohio",1
"Illinois",2022-03-06,"United States of America","Tennessee",1
"Illinois",2022-03-06,"United States of America","Virginia",3
"Indiana",2022-02-07,"Canada","British Columbia",2
"Indiana",2022-02-07,"Canada","Newfoundland and Labrador",22
"Indiana",2022-02-07,"Canada","Nova Scotia",45
"Indiana",2022-02-07,"Canada","Prince Edward Island",15
"Indiana",2022-02-07,"United States of America","Maryland",1
"Indiana",2022-02-07,"United States of America","North Carolina",6
"Indiana",2022-02-07,"United States of America","Virginia",1
"Iowa",2022-02-17,"Canada","New Brunswick",18
"Iowa",2022-02-17,"Canada","Newfoundland and Labrador",20
"Iowa",2022-02-17,"Canada","Nova Scotia",45
"Iowa",2022-02-17,"Canada","Prince Edward Island",15
"Iowa",2022-02-17,"United States of America","Delaware",1
"Iowa",2022-02-17,"United States of America","Indiana",3
"Iowa",2022-02-17,"United States of America","Kentucky",4
"Iowa",2022-02-17,"United States of America","Maryland",1
"Iowa",2022-02-17,"United States of America","New Hampshire",1
"Iowa",2022-02-17,"United States of America","New York",4
"Iowa",2022-02-17,"United States of America","North Carolina",6
"Iowa",2022-02-17,"United States of America","Virginia",3
"Kansas",2022-03-09,"Canada","New Brunswick",53
"Kansas",2022-03-09,"Canada","Newfoundland and Labrador",20
"Kansas",2022-03-09,"Canada","Nova Scotia",29
"Kansas",2022-03-09,"Canada","Prince Edward Island",24
"Kansas",2022-03-09,"United States of America","Alabama",1
"Kansas",2022-03-09,"United States of America","Connecticut",5
"Kansas",2022-03-09,"United States of America","Delaware",4
"Kansas",2022-03-09,"United States of America","Florida",1
"Kansas",2022-03-09,"United States of America","Indiana",14
"Kansas",2022-03-09,"United States of America","Iowa",2
"Kansas",2022-03-09,"United States of America","Kentucky",5
"Kansas",2022-03-09,"United States of America","Maine",5
"Kansas",2022-03-09,"United States of America","Maryland",7
"Kansas",2022-03-09,"United States of America","Massachusetts",1
"Kansas",2022-03-09,"United States of America","Michigan",2
"Kansas",2022-03-09,"United States of America","Missouri",4
"Kansas",2022-03-09,"United States of America","Nebraska",2
"Kansas",2022-03-09,"United States of America","New Hampshire",1
"Kansas",2022-03-09,"United States of America","New Jersey",1
"Kansas",2022-03-09,"United States of America","New York",8
"Kansas",2022-03-09,"United States of America","North Carolina",10
"Kansas",2022-03-09,"United States of America","Ohio",1
"Kansas",2022-03-09,"United States of America","South Dakota",2
"Kansas",2022-03-09,"United States of America","Tennessee",1
"Kansas",2022-03-09,"United States of America","Virginia",3
"Kentucky",2022-02-09,"Canada","Newfoundland and Labrador",22
"Kentucky",2022-02-09,"Canada","Nova Scotia",45
"Kentucky",2022-02-09,"Canada","Prince Edward Island",15
"Kentucky",2022-02-09,"United States of America","Maryland",1
"Kentucky",2022-02-09,"United States of America","North Carolina",6
"Kentucky",2022-02-09,"United States of America","Virginia",1
"Louisiana",2022-10-13,"Canada","Alberta",66
"Louisiana",2022-10-13,"Canada","British Columbia",40
"Louisiana",2022-10-13,"Canada","Manitoba",44
"Louisiana",2022-10-13,"Canada","New Brunswick",5
"Louisiana",2022-10-13,"Canada","Newfoundland and Labrador",13
"Louisiana",2022-10-13,"Canada","Nova Scotia",6
"Louisiana",2022-10-13,"Canada","Ontario",59
"Louisiana",2022-10-13,"Canada","Prince Edward Island",4
"Louisiana",2022-10-13,"Canada","Québec",35
"Louisiana",2022-10-13,"Canada","Saskatchewan",27
"Louisiana",2022-10-13,"Canada","Yukon",1
"Louisiana",2022-10-13,"Mexico","México",1
"Louisiana",2022-10-13,"United States of America","Alaska",7
"Louisiana",2022-10-13,"United States of America","Arkansas",2
"Louisiana",2022-10-13,"United States of America","California",33
"Louisiana",2022-10-13,"United States of America","Colorado",8
"Louisiana",2022-10-13,"United States of America","Connecticut",3
"Louisiana",2022-10-13,"United States of America","Delaware",7
"Louisiana",2022-10-13,"United States of America","Florida",9
"Louisiana",2022-10-13,"United States of America","Georgia",3
"Louisiana",2022-10-13,"United States of America","Idaho",45
"Louisiana",2022-10-13,"United States of America","Illinois",3
"Louisiana",2022-10-13,"United States of America","Indiana",3
"Louisiana",2022-10-13,"United States of America","Iowa",1
"Louisiana",2022-10-13,"United States of America","Kansas",3
"Louisiana",2022-10-13,"United States of America","Kentucky",2
"Louisiana",2022-10-13,"United States of America","Maine",12
"Louisiana",2022-10-13,"United States of America","Maryland",1
"Louisiana",2022-10-13,"United States of America","Massachusetts",2
"Louisiana",2022-10-13,"United States of America","Michigan",6
"Louisiana",2022-10-13,"United States of America","Minnesota",32
"Louisiana",2022-10-13,"United States of America","Mississippi",1
"Louisiana",2022-10-13,"United States of America","Missouri",2
"Louisiana",2022-10-13,"United States of America","Montana",2
"Louisiana",2022-10-13,"United States of America","Nebraska",7
